"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Domain","Domain Category","CORN - ACRES PLANTED  -  <b>VALUE</b>","CORN - ACRES PLANTED  -  <b>CV (%)</b>","CORN, FORAGE - ACRES HARVESTED  -  <b>VALUE</b>","CORN, FORAGE - ACRES HARVESTED  -  <b>CV (%)</b>","CORN, GRAIN - ACRES HARVESTED  -  <b>VALUE</b>","CORN, GRAIN - ACRES HARVESTED  -  <b>CV (%)</b>","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU  -  <b>VALUE</b>","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU  -  <b>CV (%)</b>","CORN, GRAIN - PRODUCTION, MEASURED IN $  -  <b>VALUE</b>","CORN, GRAIN - PRODUCTION, MEASURED IN $  -  <b>CV (%)</b>","CORN, GRAIN - PRODUCTION, MEASURED IN BU  -  <b>VALUE</b>","CORN, GRAIN - PRODUCTION, MEASURED IN BU  -  <b>CV (%)</b>","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE  -  <b>VALUE</b>","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE  -  <b>CV (%)</b>","CORN, SILAGE - ACRES HARVESTED  -  <b>VALUE</b>","CORN, SILAGE - ACRES HARVESTED  -  <b>CV (%)</b>","CORN, SILAGE - PRICE RECEIVED, MEASURED IN $ / TON  -  <b>VALUE</b>","CORN, SILAGE - PRICE RECEIVED, MEASURED IN $ / TON  -  <b>CV (%)</b>","CORN, SILAGE - PRODUCTION, MEASURED IN TONS  -  <b>VALUE</b>","CORN, SILAGE - PRODUCTION, MEASURED IN TONS  -  <b>CV (%)</b>","CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE  -  <b>VALUE</b>","CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE  -  <b>CV (%)</b>"
"SURVEY","1957","MARKETING YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.37","","","","","","","","","","","","","","",""
"SURVEY","1957","MARKETING YEAR","","STATE","TEXAS","48","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.18","","","","","","","","","","","","","","",""
"SURVEY","1957","MARKETING YEAR","","STATE","UTAH","49","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.55","","","","","","","","","","","","","","",""
"SURVEY","1957","MARKETING YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.41","","","","","","","","","","","","","","",""
"SURVEY","1957","MARKETING YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.4","","","","","","","","","","","","","","",""
"SURVEY","1957","MARKETING YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.46","","","","","","","","","","","","","","",""
"SURVEY","1957","MARKETING YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.09","","","","","","","","","","","","","","",""
"SURVEY","1957","MARKETING YEAR","","STATE","WYOMING","56","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.22","","","","","","","","","","","","","","",""
"SURVEY","1957","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","2,136,000","","","","1,907,000","","","","59,117,000","","47,675,000","","25","","13,000","","","","84,000","","6.5",""
"SURVEY","1957","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","38,000","","","","28,000","","","","1,383,000","","854,000","","30.5","","7,000","","","","88,000","","12.5",""
"SURVEY","1957","YEAR","","STATE","ARKANSAS","05","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","533,000","","","","475,000","","","","15,544,000","","13,062,000","","27.5","","10,000","","","","60,000","","6",""
"SURVEY","1957","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","302,000","","","","216,000","","","","22,218,000","","15,984,000","","74","","80,000","","","","1,120,000","","14",""
"SURVEY","1957","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","548,000","","","","296,000","","","","16,222,000","","14,356,000","","48.5","","194,000","","","","2,619,000","","13.5",""
"SURVEY","1957","YEAR","","STATE","DELAWARE","10","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","146,000","","","","131,000","","","","5,502,000","","3,930,000","","30","","11,000","","","","82,000","","7.5",""
"SURVEY","1957","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","530,000","","","","315,000","","","","8,911,000","","7,245,000","","23","","9,000","","","","68,000","","7.5",""
"SURVEY","1957","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","2,741,000","","","","2,161,000","","","","69,692,000","","54,025,000","","25","","30,000","","","","195,000","","6.5",""
"SURVEY","1957","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","61,000","","","","20,000","","","","2,174,000","","1,520,000","","76","","39,000","","","","644,000","","16.5",""
"SURVEY","1957","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","8,280,000","","","","7,894,000","","","","580,998,000","","505,216,000","","64","","229,000","","","","2,634,000","","11.5",""
"SURVEY","1957","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","4,567,000","","","","4,222,000","","","","276,499,000","","249,098,000","","59","","128,000","","","","1,216,000","","9.5",""
"SURVEY","1957","YEAR","","STATE","IOWA","19","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","10,249,000","","","","9,860,000","","","","641,886,000","","611,320,000","","62","","225,000","","","","2,475,000","","11",""
"SURVEY","1957","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","1,575,000","","","","1,206,000","","","","40,883,000","","36,180,000","","30","","283,000","","","","1,698,000","","6",""
"SURVEY","1957","YEAR","","STATE","KENTUCKY","21","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","1,533,000","","","","1,459,000","","","","77,167,000","","59,819,000","","41","","41,000","","","","390,000","","9.5",""
"SURVEY","1957","YEAR","","STATE","LOUISIANA","22","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","567,000","","","","471,000","","","","13,471,000","","10,362,000","","22","","7,000","","","","56,000","","8",""
"SURVEY","1957","YEAR","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","457,000","","","","328,000","","","","15,613,000","","11,480,000","","35","","111,000","","","","832,000","","7.5",""
"SURVEY","1957","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","1,799,000","","","","1,452,000","","","","81,312,000","","72,600,000","","50","","295,000","","","","2,360,000","","8",""
"SURVEY","1957","YEAR","","STATE","MINNESOTA","27","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","5,958,000","","","","4,992,000","","","","263,478,000","","289,536,000","","58","","730,000","","","","6,862,000","","9.4",""
"SURVEY","1957","YEAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","1,529,000","","","","1,380,000","","","","43,125,000","","34,500,000","","25","","19,000","","","","180,000","","9.5",""
"SURVEY","1957","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","3,507,000","","","","3,193,000","","","","157,351,000","","140,492,000","","44","","154,000","","","","1,232,000","","8",""
"SURVEY","1957","YEAR","","STATE","MONTANA","30","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","171,000","","","","8,000","","","","320,000","","248,000","","31","","65,000","","","","390,000","","6",""
"SURVEY","1957","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","4,995,000","","","","4,718,000","","","","239,132,000","","219,387,000","","46.5","","123,000","","","","984,000","","8",""
"SURVEY","1957","YEAR","","STATE","NEW JERSEY","34","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","157,000","","","","74,000","","","","3,197,000","","2,220,000","","30","","71,000","","","","440,000","","6.2",""
"SURVEY","1957","YEAR","","STATE","NEW MEXICO","35","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","50,000","","","","26,000","","","","961,000","","728,000","","28","","13,000","","","","169,000","","13",""
"SURVEY","1957","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","696,000","","","","238,000","","","","17,326,000","","13,328,000","","56","","432,000","","","","4,536,000","","10.5",""
"SURVEY","1957","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","1,874,000","","","","1,721,000","","","","76,627,000","","55,932,000","","32.5","","57,000","","","","484,000","","8.5",""
"SURVEY","1957","YEAR","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","1,349,000","","","","511,000","","","","15,292,000","","14,564,000","","28.5","","551,000","","","","2,590,000","","4.7",""
"SURVEY","1957","YEAR","","STATE","OHIO","39","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","3,245,000","","","","3,014,000","","","","193,680,000","","162,756,000","","54","","157,000","","","","1,460,000","","9.3",""
"SURVEY","1957","YEAR","","STATE","OKLAHOMA","40","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","242,000","","","","173,000","","","","4,613,000","","3,720,000","","21.5","","21,000","","","","109,000","","5.2",""
"SURVEY","1957","YEAR","","STATE","OREGON","41","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","36,000","","","","19,000","","","","2,180,000","","1,434,000","","75.5","","15,000","","","","202,000","","13.5",""
"SURVEY","1957","YEAR","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","1,214,000","","","","813,000","","","","53,479,000","","37,398,000","","46","","374,000","","","","2,805,000","","7.5",""
"SURVEY","1957","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","893,000","","","","802,000","","","","28,567,000","","20,852,000","","26","","13,000","","","","91,000","","7",""
"SURVEY","1957","YEAR","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","4,055,000","","","","3,542,000","","","","112,423,000","","122,199,000","","34.5","","236,000","","","","1,416,000","","6",""
"SURVEY","1957","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","1,480,000","","","","1,311,000","","","","55,678,000","","40,641,000","","31","","30,000","","","","231,000","","7.7",""
"SURVEY","1957","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","1,743,000","","","","1,625,000","","","","46,020,000","","39,000,000","","24","","29,000","","","","160,000","","5.5",""
"SURVEY","1957","YEAR","","STATE","UTAH","49","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","48,000","","","","5,000","","","","349,000","","225,000","","45","","39,000","","","","546,000","","14",""
"SURVEY","1957","YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","772,000","","","","628,000","","","","23,465,000","","16,642,000","","26.5","","95,000","","","","712,000","","7.5",""
"SURVEY","1957","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","44,000","","","","23,000","","","","2,544,000","","1,817,000","","79","","18,000","","","","261,000","","14.5",""
"SURVEY","1957","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","130,000","","","","101,000","","","","6,193,000","","4,242,000","","42","","24,000","","","","204,000","","8.5",""
"SURVEY","1957","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","2,717,000","","","","1,678,000","","","","117,057,000","","107,392,000","","64","","980,000","","","","9,702,000","","9.9",""
"SURVEY","1957","YEAR","","STATE","WYOMING","56","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","66,000","","","","21,000","","","","1,127,000","","924,000","","44","","28,000","","","","252,000","","9",""
"SURVEY","1956","MARKETING YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.21","","","","","","","","","","","","","","",""
"SURVEY","1956","MARKETING YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.76","","","","","","","","","","","","","","",""
"SURVEY","1956","MARKETING YEAR","","STATE","ARKANSAS","05","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.23","","","","","","","","","","","","","","",""
"SURVEY","1956","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.64","","","","","","","","","","","","","","",""
"SURVEY","1956","MARKETING YEAR","","STATE","COLORADO","08","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.43","","","","","","","","","","","","","","",""
"SURVEY","1956","MARKETING YEAR","","STATE","DELAWARE","10","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.32","","","","","","","","","","","","","","",""
"SURVEY","1956","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.17","","","","","","","","","","","","","","",""
"SURVEY","1956","MARKETING YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.24","","","","","","","","","","","","","","",""
"SURVEY","1956","MARKETING YEAR","","STATE","IDAHO","16","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.55","","","","","","","","","","","","","","",""
"SURVEY","1956","MARKETING YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.31","","","","","","","","","","","","","","",""
"SURVEY","1956","MARKETING YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.27","","","","","","","","","","","","","","",""
"SURVEY","1956","MARKETING YEAR","","STATE","IOWA","19","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.31","","","","","","","","","","","","","","",""
"SURVEY","1956","MARKETING YEAR","","STATE","KANSAS","20","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.35","","","","","","","","","","","","","","",""
"SURVEY","1956","MARKETING YEAR","","STATE","KENTUCKY","21","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.32","","","","","","","","","","","","","","",""
"SURVEY","1956","MARKETING YEAR","","STATE","LOUISIANA","22","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.24","","","","","","","","","","","","","","",""
"SURVEY","1956","MARKETING YEAR","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.33","","","","","","","","","","","","","","",""
"SURVEY","1956","MARKETING YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.23","","","","","","","","","","","","","","",""
"SURVEY","1956","MARKETING YEAR","","STATE","MINNESOTA","27","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.22","","","","","","","","","","","","","","",""
"SURVEY","1956","MARKETING YEAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.21","","","","","","","","","","","","","","",""
"SURVEY","1956","MARKETING YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.32","","","","","","","","","","","","","","",""
"SURVEY","1956","MARKETING YEAR","","STATE","MONTANA","30","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.39","","","","","","","","","","","","","","",""
"SURVEY","1956","MARKETING YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.36","","","","","","","","","","","","","","",""
"SURVEY","1956","MARKETING YEAR","","STATE","NEW JERSEY","34","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.41","","","","","","","","","","","","","","",""
"SURVEY","1956","MARKETING YEAR","","STATE","NEW MEXICO","35","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.63","","","","","","","","","","","","","","",""
"SURVEY","1956","MARKETING YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.37","","","","","","","","","","","","","","",""
"SURVEY","1956","MARKETING YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.29","","","","","","","","","","","","","","",""
"SURVEY","1956","MARKETING YEAR","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.14","","","","","","","","","","","","","","",""
"SURVEY","1956","MARKETING YEAR","","STATE","OHIO","39","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.28","","","","","","","","","","","","","","",""
"SURVEY","1956","MARKETING YEAR","","STATE","OKLAHOMA","40","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.42","","","","","","","","","","","","","","",""
"SURVEY","1956","MARKETING YEAR","","STATE","OREGON","41","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.7","","","","","","","","","","","","","","",""
"SURVEY","1956","MARKETING YEAR","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.43","","","","","","","","","","","","","","",""
"SURVEY","1956","MARKETING YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.34","","","","","","","","","","","","","","",""
"SURVEY","1956","MARKETING YEAR","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.18","","","","","","","","","","","","","","",""
"SURVEY","1956","MARKETING YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.34","","","","","","","","","","","","","","",""
"SURVEY","1956","MARKETING YEAR","","STATE","TEXAS","48","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.44","","","","","","","","","","","","","","",""
"SURVEY","1956","MARKETING YEAR","","STATE","UTAH","49","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.63","","","","","","","","","","","","","","",""
"SURVEY","1956","MARKETING YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.36","","","","","","","","","","","","","","",""
"SURVEY","1956","MARKETING YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.58","","","","","","","","","","","","","","",""
"SURVEY","1956","MARKETING YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.49","","","","","","","","","","","","","","",""
"SURVEY","1956","MARKETING YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.2","","","","","","","","","","","","","","",""
"SURVEY","1956","MARKETING YEAR","","STATE","WYOMING","56","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.4","","","","","","","","","","","","","","",""
"SURVEY","1956","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","2,207,000","","","","1,989,000","","","","57,761,000","","47,736,000","","24","","15,000","","","","82,000","","5.5",""
"SURVEY","1956","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","46,000","","","","35,000","","","","1,848,000","","1,050,000","","30","","8,000","","","","92,000","","11.5",""
"SURVEY","1956","YEAR","","STATE","ARKANSAS","05","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","685,000","","","","646,000","","","","21,454,000","","17,442,000","","27","","11,000","","","","72,000","","6.5",""
"SURVEY","1956","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","256,000","","","","173,000","","","","20,428,000","","12,456,000","","72","","78,000","","","","1,053,000","","13.5",""
"SURVEY","1956","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","438,000","","","","204,000","","","","12,252,000","","8,568,000","","42","","171,000","","","","1,796,000","","10.5",""
"SURVEY","1956","YEAR","","STATE","DELAWARE","10","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","151,000","","","","144,000","","","","11,785,000","","8,928,000","","62","","5,000","","","","52,000","","10.5",""
"SURVEY","1956","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","559,000","","","","333,000","","","","8,182,000","","6,993,000","","21","","8,000","","","","64,000","","8",""
"SURVEY","1956","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","2,736,000","","","","2,131,000","","","","63,419,000","","51,144,000","","24","","19,000","","","","124,000","","6.5",""
"SURVEY","1956","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","60,000","","","","15,000","","","","1,651,000","","1,065,000","","71","","43,000","","","","688,000","","16",""
"SURVEY","1956","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","8,737,000","","","","8,477,000","","","","755,131,000","","576,436,000","","68","","183,000","","","","2,104,000","","11.5",""
"SURVEY","1956","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","4,772,000","","","","4,592,000","","","","361,574,000","","284,704,000","","62","","104,000","","","","1,092,000","","10.5",""
"SURVEY","1956","YEAR","","STATE","IOWA","19","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","10,583,000","","","","9,413,000","","","","659,711,000","","503,596,000","","53.5","","372,000","","","","3,534,000","","9.5",""
"SURVEY","1956","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","1,694,000","","","","901,000","","","","30,409,000","","22,525,000","","25","","458,000","","","","1,786,000","","3.9",""
"SURVEY","1956","YEAR","","STATE","KENTUCKY","21","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","1,848,000","","","","1,782,000","","","","108,203,000","","81,972,000","","46","","42,000","","","","441,000","","10.5",""
"SURVEY","1956","YEAR","","STATE","LOUISIANA","22","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","597,000","","","","535,000","","","","17,248,000","","13,910,000","","26","","5,000","","","","40,000","","8",""
"SURVEY","1956","YEAR","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","471,000","","","","428,000","","","","34,154,000","","25,680,000","","60","","36,000","","","","432,000","","12",""
"SURVEY","1956","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","1,977,000","","","","1,649,000","","","","103,442,000","","84,099,000","","51","","273,000","","","","2,348,000","","8.6",""
"SURVEY","1956","YEAR","","STATE","MINNESOTA","27","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","5,792,000","","","","5,035,000","","","","359,349,000","","294,548,000","","58.5","","642,000","","","","6,292,000","","9.8",""
"SURVEY","1956","YEAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","1,576,000","","","","1,465,000","","","","44,316,000","","36,625,000","","25","","33,000","","","","314,000","","9.5",""
"SURVEY","1956","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","3,985,000","","","","3,749,000","","","","237,537,000","","179,952,000","","48","","118,000","","","","1,003,000","","8.5",""
"SURVEY","1956","YEAR","","STATE","MONTANA","30","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","180,000","","","","6,000","","","","221,000","","159,000","","26.5","","57,000","","","","342,000","","6",""
"SURVEY","1956","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","6,244,000","","","","4,037,000","","","","129,023,000","","94,870,000","","23.5","","558,000","","","","2,790,000","","5",""
"SURVEY","1956","YEAR","","STATE","NEW JERSEY","34","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","182,000","","","","134,000","","","","13,226,000","","9,380,000","","70","","43,000","","","","430,000","","10",""
"SURVEY","1956","YEAR","","STATE","NEW MEXICO","35","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","57,000","","","","24,000","","","","880,000","","540,000","","22.5","","14,000","","","","154,000","","11",""
"SURVEY","1956","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","707,000","","","","231,000","","","","17,248,000","","12,590,000","","54.5","","443,000","","","","4,341,000","","9.8",""
"SURVEY","1956","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","1,982,000","","","","1,834,000","","","","97,000,000","","75,194,000","","41","","59,000","","","","531,000","","9",""
"SURVEY","1956","YEAR","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","1,349,000","","","","465,000","","","","14,047,000","","12,322,000","","26.5","","571,000","","","","2,512,000","","4.4",""
"SURVEY","1956","YEAR","","STATE","OHIO","39","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","3,566,000","","","","3,347,000","","","","257,050,000","","200,820,000","","60","","134,000","","","","1,273,000","","9.5",""
"SURVEY","1956","YEAR","","STATE","OKLAHOMA","40","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","346,000","","","","273,000","","","","6,590,000","","4,641,000","","17","","26,000","","","","117,000","","4.5",""
"SURVEY","1956","YEAR","","STATE","OREGON","41","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","40,000","","","","17,000","","","","1,878,000","","1,105,000","","65","","18,000","","","","234,000","","13",""
"SURVEY","1956","YEAR","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","1,278,000","","","","979,000","","","","78,398,000","","54,824,000","","56","","257,000","","","","2,570,000","","10",""
"SURVEY","1956","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","981,000","","","","862,000","","","","24,257,000","","18,102,000","","21","","17,000","","","","110,000","","6.5",""
"SURVEY","1956","YEAR","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","4,055,000","","","","3,178,000","","","","110,626,000","","93,751,000","","29.5","","341,000","","","","1,705,000","","5",""
"SURVEY","1956","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","1,701,000","","","","1,580,000","","","","67,750,000","","50,560,000","","32","","30,000","","","","255,000","","8.5",""
